id,campaign_name,channel,date,month,spend,impressions,clicks,leads,mqls,sqls,opportunities,proposals,contracts,revenue,customer_segment,industry,geography,service_category,campaign_type,campaign_objective,deal_value,sales_cycle_days
TCS-CMP-00091,Life Sciences DataHub - Cloud,Google Search,2025-12-14,2025-12,35075,56817,2460,209,105,48,28,19,5,31673610,Enterprise High-Value,Retail & CPG,Nordics & Benelux,Cloud & Infrastructure Transformation,Digital Inbound,Brand Authority & MQLs,6334722,107
TCS-CMP-00092,Q1 Cloud Scale - Cyber,LinkedIn Enterprise,2026-01-21,2026-01,38167,51610,1180,112,87,49,27,20,9,53040339,Strategic Growth Accounts,Healthcare & Life Sciences,Nordics & Benelux,Cyber Defense & Risk Governance,Digital Inbound,Brand Authority & MQLs,5893371,50
TCS-CMP-00093,Q1 Cloud Scale - BFSI,Tech Analyst Webinars,2026-04-02,2026-04,38298,91195,2286,185,84,40,19,13,4,14045784,Strategic Growth Accounts,Banking & Capital Markets,North America,BFSI Core Modernization,Digital Inbound,Pipeline Generation,3511446,101
TCS-CMP-00094,OmniCommerce Edge - Cloud,Executive Events & Roundtables,2026-02-03,2026-02,79314,76264,1102,146,94,37,17,9,2,13978174,Nurture / Mid-Market,Manufacturing & Auto,Nordics & Benelux,Cloud & Infrastructure Transformation,Experiential,Pipeline Generation,6989087,72
TCS-CMP-00095,Global Horizon - BFSI,Google Search,2026-06-06,2026-06,44720,68418,2650,182,111,49,32,25,8,23843360,Nurture / Mid-Market,Telecom & Media,Nordics & Benelux,BFSI Core Modernization,Digital Inbound,Executive Engagement,2980420,113
TCS-CMP-00096,Global Horizon - Cloud,Industry Display & Media,2026-05-08,2026-05,28820,174203,1957,62,28,7,3,2,1,3535389,Strategic Growth Accounts,Energy & Utilities,India & Middle East,Cloud & Infrastructure Transformation,Digital Inbound,Pipeline Generation,3535389,111
TCS-CMP-00097,OmniCommerce Edge - BFSI,Google Search,2025-12-02,2025-12,49641,93839,3853,240,147,58,35,23,10,15480840,Emerging Tier / High-CAC,Manufacturing & Auto,India & Middle East,BFSI Core Modernization,Digital Inbound,Brand Authority & MQLs,1548084,104
TCS-CMP-00098,Q1 Cloud Scale - Healthcare,Industry Display & Media,2026-09-15,2026-09,34180,193278,2172,59,24,6,2,1,0,0,Emerging Tier / High-CAC,Energy & Utilities,Nordics & Benelux,Healthcare & Life Sciences Digital Labs,Digital Inbound,Brand Authority & MQLs,1275687,75
TCS-CMP-00099,CyberShield 360 - Cloud,Account-Based Email,2026-05-22,2026-05,15585,26094,1048,76,60,34,20,13,5,41295245,Enterprise High-Value,Manufacturing & Auto,Europe & UK,Cloud & Infrastructure Transformation,Outbound ABM,Brand Authority & MQLs,8259049,81
TCS-CMP-00100,OmniCommerce Edge - Cloud,Executive Events & Roundtables,2026-08-20,2026-08,52782,33164,546,63,48,16,7,4,1,6287012,Nurture / Mid-Market,Manufacturing & Auto,APAC & Australia,Cloud & Infrastructure Transformation,Experiential,Strategic Account Penetration,6287012,111
TCS-CMP-00101,Zero Trust Enterprise - Healthcare,Google Search,2026-03-02,2026-03,22065,37910,1351,121,82,31,18,11,3,3975147,Emerging Tier / High-CAC,Banking & Capital Markets,India & Middle East,Healthcare & Life Sciences Digital Labs,Digital Inbound,Executive Engagement,1325049,76
TCS-CMP-00102,CyberShield 360 - BFSI,LinkedIn Enterprise,2026-05-26,2026-05,46286,151992,3681,271,141,81,54,38,15,176756970,Enterprise High-Value,Healthcare & Life Sciences,APAC & Australia,BFSI Core Modernization,Digital Inbound,Strategic Account Penetration,11783798,98
TCS-CMP-00103,Life Sciences DataHub - BFSI,Tech Analyst Webinars,2026-06-27,2026-06,30783,72619,1324,78,39,17,8,4,1,2172086,Nurture / Mid-Market,Healthcare & Life Sciences,Nordics & Benelux,BFSI Core Modernization,Digital Inbound,Executive Engagement,2172086,127
TCS-CMP-00104,CyberShield 360 - Cyber,Tech Analyst Webinars,2026-07-23,2026-07,21497,73085,1443,91,45,21,10,6,2,7223964,Strategic Growth Accounts,Manufacturing & Auto,North America,Cyber Defense & Risk Governance,Digital Inbound,Executive Engagement,3611982,94
TCS-CMP-00105,BFSI Resiliency - Cyber,Google Search,2026-07-24,2026-07,41631,82320,2552,235,161,74,45,33,12,88012656,Enterprise High-Value,Energy & Utilities,Europe & UK,Cyber Defense & Risk Governance,Digital Inbound,Strategic Account Penetration,7334388,96
TCS-CMP-00106,BFSI Resiliency - Retail,Account-Based Email,2025-12-25,2025-12,18307,40158,1557,160,107,69,40,26,11,53188828,Strategic Growth Accounts,Banking & Capital Markets,India & Middle East,Retail Omnichannel & Supply Chain,Outbound ABM,Strategic Account Penetration,4835348,61
TCS-CMP-00107,Sustainable Tech Suite - Retail,Account-Based Email,2026-02-07,2026-02,18285,45305,2359,171,94,54,36,31,10,38196530,Nurture / Mid-Market,Healthcare & Life Sciences,North America,Retail Omnichannel & Supply Chain,Outbound ABM,Brand Authority & MQLs,3819653,59
TCS-CMP-00108,CyberShield 360 - Cloud,Tech Analyst Webinars,2026-06-07,2026-06,38019,86934,1910,134,71,34,19,11,4,17867964,Strategic Growth Accounts,Retail & CPG,APAC & Australia,Cloud & Infrastructure Transformation,Digital Inbound,Pipeline Generation,4466991,92
TCS-CMP-00109,Global Horizon - Cognitive,Google Search,2026-09-12,2026-09,46433,73801,2365,142,84,39,19,14,5,6183170,Emerging Tier / High-CAC,Telecom & Media,Nordics & Benelux,Cognitive AI & Enterprise Automation,Digital Inbound,Brand Authority & MQLs,1236634,74
TCS-CMP-00110,CyberShield 360 - Retail,LinkedIn Enterprise,2026-04-07,2026-04,64930,100369,2269,232,169,76,44,32,14,48579944,Nurture / Mid-Market,Banking & Capital Markets,Europe & UK,Retail Omnichannel & Supply Chain,Digital Inbound,Brand Authority & MQLs,3469996,74
TCS-CMP-00111,BFSI Resiliency - BFSI,LinkedIn Enterprise,2026-01-11,2026-01,30547,93266,1943,202,146,86,55,38,19,45602242,Emerging Tier / High-CAC,Telecom & Media,India & Middle East,BFSI Core Modernization,Digital Inbound,Brand Authority & MQLs,2400118,54
TCS-CMP-00112,Cognitive Ops 2.0 - Cyber,Industry Display & Media,2026-05-18,2026-05,33185,157244,1578,61,23,6,2,1,0,0,Strategic Growth Accounts,Telecom & Media,APAC & Australia,Cyber Defense & Risk Governance,Digital Inbound,Executive Engagement,3212061,137
TCS-CMP-00113,CyberShield 360 - Retail,LinkedIn Enterprise,2025-11-11,2025-11,48632,87101,2205,188,129,70,39,25,7,46831225,Strategic Growth Accounts,Banking & Capital Markets,Europe & UK,Retail Omnichannel & Supply Chain,Digital Inbound,Brand Authority & MQLs,6690175,133
TCS-CMP-00114,BFSI Resiliency - Cyber,LinkedIn Enterprise,2026-01-06,2026-01,62625,181255,5504,421,226,122,90,61,19,41252059,Emerging Tier / High-CAC,Banking & Capital Markets,APAC & Australia,Cyber Defense & Risk Governance,Digital Inbound,Brand Authority & MQLs,2171161,47
TCS-CMP-00115,GenAI Catalyst - Cloud,Account-Based Email,2026-02-18,2026-02,24156,50096,2488,165,92,53,33,26,14,40237456,Nurture / Mid-Market,Retail & CPG,Europe & UK,Cloud & Infrastructure Transformation,Outbound ABM,Pipeline Generation,2874104,117
TCS-CMP-00116,Zero Trust Enterprise - Cognitive,Account-Based Email,2025-12-26,2025-12,24244,34958,1477,102,58,35,25,20,6,11638080,Emerging Tier / High-CAC,Healthcare & Life Sciences,India & Middle East,Cognitive AI & Enterprise Automation,Outbound ABM,Executive Engagement,1939680,70
TCS-CMP-00117,GenAI Catalyst - Cyber,Account-Based Email,2026-04-25,2026-04,18889,34365,1283,132,92,49,27,17,9,29154996,Nurture / Mid-Market,Retail & CPG,North America,Cyber Defense & Risk Governance,Outbound ABM,Brand Authority & MQLs,3239444,116
TCS-CMP-00118,Life Sciences DataHub - Cyber,Industry Display & Media,2025-12-15,2025-12,46105,311226,2420,82,41,12,4,2,0,0,Emerging Tier / High-CAC,Telecom & Media,Europe & UK,Cyber Defense & Risk Governance,Digital Inbound,Pipeline Generation,1219702,86
TCS-CMP-00119,Global Horizon - Healthcare,LinkedIn Enterprise,2026-06-27,2026-06,58312,207348,6396,665,396,209,136,97,36,434262060,Enterprise High-Value,Banking & Capital Markets,Nordics & Benelux,Healthcare & Life Sciences Digital Labs,Digital Inbound,Executive Engagement,12062835,72
TCS-CMP-00120,CyberShield 360 - Cloud,Google Search,2026-03-09,2026-03,47370,73993,3467,234,111,41,26,16,6,17963898,Nurture / Mid-Market,Manufacturing & Auto,North America,Cloud & Infrastructure Transformation,Digital Inbound,Strategic Account Penetration,2993983,57
TCS-CMP-00121,OmniCommerce Edge - Cyber,Google Search,2026-05-05,2026-05,39420,87941,3909,221,127,53,25,16,4,24238064,Enterprise High-Value,Healthcare & Life Sciences,APAC & Australia,Cyber Defense & Risk Governance,Digital Inbound,Executive Engagement,6059516,132
TCS-CMP-00122,Zero Trust Enterprise - BFSI,Executive Events & Roundtables,2026-08-13,2026-08,83601,76797,1197,169,101,42,20,9,2,29720528,Enterprise High-Value,Energy & Utilities,India & Middle East,BFSI Core Modernization,Experiential,Brand Authority & MQLs,14860264,183
TCS-CMP-00123,Cognitive Ops 2.0 - Cloud,Account-Based Email,2026-05-13,2026-05,27176,84296,4242,366,266,154,101,70,21,166875996,Enterprise High-Value,Energy & Utilities,APAC & Australia,Cloud & Infrastructure Transformation,Outbound ABM,Brand Authority & MQLs,7946476,177
TCS-CMP-00124,Life Sciences DataHub - Cloud,LinkedIn Enterprise,2026-04-14,2026-04,26567,75822,2360,189,102,44,27,19,7,24040037,Nurture / Mid-Market,Manufacturing & Auto,India & Middle East,Cloud & Infrastructure Transformation,Digital Inbound,Strategic Account Penetration,3434291,93
TCS-CMP-00125,BFSI Resiliency - Cloud,Tech Analyst Webinars,2025-11-04,2025-11,32213,65531,1606,115,56,19,9,6,2,10545438,Enterprise High-Value,Telecom & Media,North America,Cloud & Infrastructure Transformation,Digital Inbound,Executive Engagement,5272719,185
TCS-CMP-00126,CyberShield 360 - Cyber,Industry Display & Media,2026-05-10,2026-05,18511,87876,713,31,14,4,2,1,0,0,Emerging Tier / High-CAC,Retail & CPG,Europe & UK,Cyber Defense & Risk Governance,Digital Inbound,Brand Authority & MQLs,1117538,80
TCS-CMP-00127,BFSI Resiliency - Retail,Google Search,2025-10-14,2025-10,73897,99135,4177,255,123,44,27,18,7,16600612,Nurture / Mid-Market,Retail & CPG,Nordics & Benelux,Retail Omnichannel & Supply Chain,Digital Inbound,Pipeline Generation,2371516,93
TCS-CMP-00128,SAP S/4 Hana Accelerated - Cyber,Account-Based Email,2026-02-08,2026-02,10428,19774,1010,92,58,34,22,14,7,66700221,Enterprise High-Value,Banking & Capital Markets,Europe & UK,Cyber Defense & Risk Governance,Outbound ABM,Strategic Account Penetration,9528603,197
TCS-CMP-00129,GenAI Catalyst - Retail,LinkedIn Enterprise,2026-01-10,2026-01,43015,75594,1823,136,79,39,22,14,5,54700505,Enterprise High-Value,Retail & CPG,Nordics & Benelux,Retail Omnichannel & Supply Chain,Digital Inbound,Strategic Account Penetration,10940101,94
TCS-CMP-00130,NextGen CX - BFSI,Industry Display & Media,2025-12-21,2025-12,43781,304441,3256,97,33,10,4,2,0,0,Strategic Growth Accounts,Manufacturing & Auto,APAC & Australia,BFSI Core Modernization,Digital Inbound,Brand Authority & MQLs,3147412,63
TCS-CMP-00131,CyberShield 360 - Cloud,Tech Analyst Webinars,2026-04-10,2026-04,33965,50130,1237,75,46,15,9,6,2,8465028,Strategic Growth Accounts,Energy & Utilities,Europe & UK,Cloud & Infrastructure Transformation,Digital Inbound,Strategic Account Penetration,4232514,140
TCS-CMP-00132,Sustainable Tech Suite - Retail,Account-Based Email,2026-03-13,2026-03,8131,15223,525,54,33,16,10,9,3,30897726,Enterprise High-Value,Energy & Utilities,North America,Retail Omnichannel & Supply Chain,Outbound ABM,Brand Authority & MQLs,10299242,192
TCS-CMP-00133,Global Horizon - Cyber,Executive Events & Roundtables,2026-05-21,2026-05,118372,123343,1876,274,229,95,46,24,9,143293518,Enterprise High-Value,Energy & Utilities,Europe & UK,Cyber Defense & Risk Governance,Experiential,Strategic Account Penetration,15921502,105
TCS-CMP-00134,OmniCommerce Edge - Healthcare,Tech Analyst Webinars,2026-09-26,2026-09,31116,70162,1760,132,70,27,14,9,3,13078983,Strategic Growth Accounts,Healthcare & Life Sciences,APAC & Australia,Healthcare & Life Sciences Digital Labs,Digital Inbound,Strategic Account Penetration,4359661,129
TCS-CMP-00135,BFSI Resiliency - Cyber,Account-Based Email,2026-02-23,2026-02,8948,19485,840,71,40,22,16,14,7,55786388,Enterprise High-Value,Manufacturing & Auto,Nordics & Benelux,Cyber Defense & Risk Governance,Outbound ABM,Brand Authority & MQLs,7969484,87
TCS-CMP-00136,Life Sciences DataHub - Healthcare,Industry Display & Media,2026-03-12,2026-03,15629,103035,859,25,9,3,1,1,0,0,Strategic Growth Accounts,Manufacturing & Auto,India & Middle East,Healthcare & Life Sciences Digital Labs,Digital Inbound,Executive Engagement,3359287,125
TCS-CMP-00137,SAP S/4 Hana Accelerated - Healthcare,Google Search,2026-03-01,2026-03,35415,65367,2602,173,99,38,25,17,5,31375690,Enterprise High-Value,Retail & CPG,Nordics & Benelux,Healthcare & Life Sciences Digital Labs,Digital Inbound,Pipeline Generation,6275138,74
TCS-CMP-00138,NextGen CX - Cognitive,LinkedIn Enterprise,2025-11-24,2025-11,46614,108602,2671,229,163,85,48,37,18,65420316,Nurture / Mid-Market,Energy & Utilities,APAC & Australia,Cognitive AI & Enterprise Automation,Digital Inbound,Strategic Account Penetration,3634462,129
TCS-CMP-00139,OmniCommerce Edge - Retail,Account-Based Email,2026-04-26,2026-04,11520,21050,746,49,32,18,14,12,4,15154060,Nurture / Mid-Market,Healthcare & Life Sciences,India & Middle East,Retail Omnichannel & Supply Chain,Outbound ABM,Strategic Account Penetration,3788515,136
TCS-CMP-00140,Q1 Cloud Scale - Cyber,Google Search,2026-06-15,2026-06,66495,132032,4968,399,200,88,55,40,10,16476610,Emerging Tier / High-CAC,Healthcare & Life Sciences,Nordics & Benelux,Cyber Defense & Risk Governance,Digital Inbound,Strategic Account Penetration,1647661,104
TCS-CMP-00141,CyberShield 360 - BFSI,Account-Based Email,2026-04-10,2026-04,26963,78276,2643,171,101,60,37,29,15,56394705,Nurture / Mid-Market,Healthcare & Life Sciences,Nordics & Benelux,BFSI Core Modernization,Outbound ABM,Brand Authority & MQLs,3759647,81
TCS-CMP-00142,OmniCommerce Edge - Healthcare,Executive Events & Roundtables,2025-10-28,2025-10,66899,47591,731,109,64,24,12,7,2,33424932,Enterprise High-Value,Healthcare & Life Sciences,Nordics & Benelux,Healthcare & Life Sciences Digital Labs,Experiential,Executive Engagement,16712466,84
TCS-CMP-00143,Zero Trust Enterprise - Cyber,Google Search,2025-11-06,2025-11,28440,84079,3704,227,125,57,29,21,8,22805976,Nurture / Mid-Market,Manufacturing & Auto,Nordics & Benelux,Cyber Defense & Risk Governance,Digital Inbound,Strategic Account Penetration,2850747,116
TCS-CMP-00144,BFSI Resiliency - Cyber,Account-Based Email,2025-10-13,2025-10,15687,27219,1396,99,59,37,27,17,8,51983304,Strategic Growth Accounts,Healthcare & Life Sciences,India & Middle East,Cyber Defense & Risk Governance,Outbound ABM,Pipeline Generation,6497913,84
TCS-CMP-00145,GenAI Catalyst - Healthcare,Tech Analyst Webinars,2026-03-16,2026-03,33571,67011,1584,87,41,18,11,6,1,1132580,Emerging Tier / High-CAC,Retail & CPG,North America,Healthcare & Life Sciences Digital Labs,Digital Inbound,Strategic Account Penetration,1132580,119
TCS-CMP-00146,NextGen CX - Retail,LinkedIn Enterprise,2026-03-15,2026-03,19503,44354,1133,122,68,37,22,18,7,41141940,Strategic Growth Accounts,Healthcare & Life Sciences,India & Middle East,Retail Omnichannel & Supply Chain,Digital Inbound,Strategic Account Penetration,5877420,111
TCS-CMP-00147,Sustainable Tech Suite - Cloud,Google Search,2026-08-20,2026-08,24767,37307,1512,135,84,37,20,11,3,8496222,Nurture / Mid-Market,Retail & CPG,India & Middle East,Cloud & Infrastructure Transformation,Digital Inbound,Strategic Account Penetration,2832074,113
TCS-CMP-00148,Zero Trust Enterprise - Retail,Executive Events & Roundtables,2026-01-07,2026-01,112270,77317,945,122,91,27,12,6,2,36016382,Enterprise High-Value,Telecom & Media,APAC & Australia,Retail Omnichannel & Supply Chain,Experiential,Strategic Account Penetration,18008191,184
TCS-CMP-00149,Sustainable Tech Suite - Cyber,Account-Based Email,2026-07-22,2026-07,26737,91005,3161,209,150,93,59,39,16,92417328,Strategic Growth Accounts,Manufacturing & Auto,North America,Cyber Defense & Risk Governance,Outbound ABM,Pipeline Generation,5776083,132
TCS-CMP-00150,Zero Trust Enterprise - BFSI,Tech Analyst Webinars,2026-06-13,2026-06,23739,66238,1523,109,66,23,10,5,2,7452234,Strategic Growth Accounts,Manufacturing & Auto,Nordics & Benelux,BFSI Core Modernization,Digital Inbound,Pipeline Generation,3726117,127
TCS-CMP-00151,Life Sciences DataHub - Cognitive,LinkedIn Enterprise,2026-02-02,2026-02,60782,187986,5407,376,229,129,71,47,20,74069780,Nurture / Mid-Market,Telecom & Media,APAC & Australia,Cognitive AI & Enterprise Automation,Digital Inbound,Executive Engagement,3703489,96
TCS-CMP-00152,Zero Trust Enterprise - Cognitive,Google Search,2025-12-27,2025-12,62923,151227,6407,381,229,87,46,27,6,25464036,Strategic Growth Accounts,Manufacturing & Auto,North America,Cognitive AI & Enterprise Automation,Digital Inbound,Pipeline Generation,4244006,74
TCS-CMP-00153,Global Horizon - Cognitive,Tech Analyst Webinars,2026-03-17,2026-03,31039,39174,1027,66,29,13,7,4,1,4332721,Strategic Growth Accounts,Healthcare & Life Sciences,North America,Cognitive AI & Enterprise Automation,Digital Inbound,Strategic Account Penetration,4332721,75
TCS-CMP-00154,GenAI Catalyst - Cyber,Google Search,2026-06-25,2026-06,72412,122166,3930,343,235,106,63,48,12,46544940,Strategic Growth Accounts,Healthcare & Life Sciences,North America,Cyber Defense & Risk Governance,Digital Inbound,Strategic Account Penetration,3878745,109
TCS-CMP-00155,NextGen CX - Healthcare,LinkedIn Enterprise,2025-12-01,2025-12,37538,99111,2237,247,164,85,59,44,20,129633220,Strategic Growth Accounts,Energy & Utilities,Europe & UK,Healthcare & Life Sciences Digital Labs,Digital Inbound,Executive Engagement,6481661,58
TCS-CMP-00156,Zero Trust Enterprise - Healthcare,Executive Events & Roundtables,2026-06-07,2026-06,106290,83048,1498,199,143,42,18,9,2,31184170,Enterprise High-Value,Healthcare & Life Sciences,Europe & UK,Healthcare & Life Sciences Digital Labs,Experiential,Brand Authority & MQLs,15592085,87
TCS-CMP-00157,Sustainable Tech Suite - Healthcare,Industry Display & Media,2026-05-28,2026-05,49458,386498,3474,121,54,17,6,3,1,3475879,Strategic Growth Accounts,Telecom & Media,India & Middle East,Healthcare & Life Sciences Digital Labs,Digital Inbound,Brand Authority & MQLs,3475879,80
TCS-CMP-00158,Q1 Cloud Scale - Cyber,Industry Display & Media,2026-06-24,2026-06,36311,256887,2689,105,48,14,5,2,0,0,Nurture / Mid-Market,Manufacturing & Auto,APAC & Australia,Cyber Defense & Risk Governance,Digital Inbound,Strategic Account Penetration,2119141,80
TCS-CMP-00159,CyberShield 360 - BFSI,Account-Based Email,2026-01-17,2026-01,16771,31231,1486,125,84,43,27,17,6,10151652,Emerging Tier / High-CAC,Banking & Capital Markets,APAC & Australia,BFSI Core Modernization,Outbound ABM,Brand Authority & MQLs,1691942,76
TCS-CMP-00160,CyberShield 360 - Retail,Executive Events & Roundtables,2026-06-12,2026-06,110895,68024,1128,135,107,43,17,9,2,18556090,Strategic Growth Accounts,Banking & Capital Markets,APAC & Australia,Retail Omnichannel & Supply Chain,Experiential,Executive Engagement,9278045,53
TCS-CMP-00161,CyberShield 360 - BFSI,Executive Events & Roundtables,2026-03-04,2026-03,129412,170008,2814,270,215,87,41,22,7,118776749,Enterprise High-Value,Retail & CPG,APAC & Australia,BFSI Core Modernization,Experiential,Executive Engagement,16968107,193
TCS-CMP-00162,Sustainable Tech Suite - Cloud,Industry Display & Media,2026-04-27,2026-04,31128,134016,991,30,14,4,2,1,0,0,Strategic Growth Accounts,Retail & CPG,India & Middle East,Cloud & Infrastructure Transformation,Digital Inbound,Pipeline Generation,3291007,54
TCS-CMP-00163,SAP S/4 Hana Accelerated - BFSI,Account-Based Email,2025-12-12,2025-12,18911,35215,1762,131,85,39,23,19,10,31978630,Nurture / Mid-Market,Banking & Capital Markets,Europe & UK,BFSI Core Modernization,Outbound ABM,Executive Engagement,3197863,93
TCS-CMP-00164,Life Sciences DataHub - Cognitive,Account-Based Email,2025-12-12,2025-12,10054,17549,720,65,51,26,14,9,4,8147448,Emerging Tier / High-CAC,Retail & CPG,Nordics & Benelux,Cognitive AI & Enterprise Automation,Outbound ABM,Executive Engagement,2036862,65
TCS-CMP-00165,NextGen CX - Cyber,LinkedIn Enterprise,2026-02-21,2026-02,44143,86818,2267,192,104,58,35,27,9,38084661,Nurture / Mid-Market,Healthcare & Life Sciences,North America,Cyber Defense & Risk Governance,Digital Inbound,Strategic Account Penetration,4231629,137
TCS-CMP-00166,Sustainable Tech Suite - Healthcare,LinkedIn Enterprise,2026-01-27,2026-01,63558,104287,2669,221,131,62,37,32,11,63777340,Strategic Growth Accounts,Telecom & Media,Nordics & Benelux,Healthcare & Life Sciences Digital Labs,Digital Inbound,Executive Engagement,5797940,61
TCS-CMP-00167,NextGen CX - Retail,Executive Events & Roundtables,2026-06-05,2026-06,63912,61644,865,120,86,34,17,9,3,20450190,Nurture / Mid-Market,Retail & CPG,APAC & Australia,Retail Omnichannel & Supply Chain,Experiential,Pipeline Generation,6816730,140
